question,label
월요일 금요일 등산하러 가기 일정 때리다,B-Date E-Date B-Subject E-Subject O S-Action
이천이십삼년 육월 14일부터 2021년 팔월 4일까지 정해,B-Date I-Date E-Date B-Date I-Date E-Date S-Action
15일 18시 사십구분 일정 응답하다 카페 가기,S-Date B-Time E-Time O S-Action B-Subject E-Subject
화요일 새벽 2시 58분 일정 세포 밥 주기 응답하다,S-Date B-Time I-Time E-Time O B-Subject I-Subject E-Subject S-Action
일요일 13시 42분 연어 먹기 일정 정해,S-Date B-Time E-Time B-Subject E-Subject O S-Action
토요일 헬스장 가기 잡다,S-Date B-Subject E-Subject S-Action
이천이십팔년 2월 3일 일정 잡다 술 마시기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
일월 둘째 주 수요일부터 일요일까지 식물에 물 주기 일정 등록하다,B-Date I-Date I-Date E-Date S-Date B-Subject I-Subject E-Subject O S-Action
일개월 후 일정 짜다,B-Date E-Date O S-Action
삼월 넷째 주부터 셋째 주까지 일정 올리다,B-Date I-Date E-Date B-Date E-Date O S-Action
십삼일 후 일정 올리다,B-Date E-Date O S-Action
화요일 금요일 이십사시 넣다,B-Date E-Date S-Time S-Action
구개월 뒤 설정하다,B-Date E-Date S-Action
마지막 주 술 마시기 실행하다,B-Date E-Date B-Subject E-Subject S-Action
이천이십구년 4월 21일부터 2026년 5월 육일까지 울리다 여행 가기,B-Date I-Date E-Date B-Date I-Date E-Date S-Action B-Subject E-Subject
7월 26일 올리다,B-Date E-Date S-Action
30일 뒤 게임하기 때리다,B-Date E-Date S-Subject S-Action
구월 3일부터 사월 11일까지 넣다 휴가,B-Date E-Date B-Date E-Date S-Action S-Subject
6일 일정 한강 가기 응답하다,S-Date O B-Subject E-Subject S-Action
2월 마지막 주 일정 지정해주다,B-Date I-Date E-Date O S-Action
수요일 일정 맞추다 월차,S-Date O S-Action S-Subject
2027년 십이월 이십사일부터 2026년 구월 이십팔일까지 학교 가기 맞추다,B-Date I-Date E-Date B-Date I-Date E-Date B-Subject E-Subject S-Action
8일 뒤 에버랜드 가기 잡다,B-Date E-Date B-Subject E-Subject S-Action
월요일 수요일 일요일 낮 2시 헬스장 가기 잡다,B-Date I-Date E-Date B-Time E-Time B-Subject E-Subject S-Action
10월 4일 학원 가기 짜다,B-Date E-Date B-Subject E-Subject S-Action
목요일 일정 등록하다 학원 가기,S-Date O S-Action B-Subject E-Subject
월요일 목요일 19시 55분쯤 일정 울리다 밥 먹기,B-Date E-Date B-Time E-Time O S-Action B-Subject E-Subject
1월 10일 카페 가기 일정 넣다,B-Date E-Date B-Subject E-Subject O S-Action
금요일 이십시 일정 실행하다,S-Date S-Time O S-Action
12월 셋째 주 일정 장 보기 알다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
이십이일 뒤 일정 잡다 해외여행,B-Date E-Date O S-Action S-Subject
이천이십오년 11월 구일 일정 올리다,B-Date I-Date E-Date O S-Action
칠일 후 아침 3시 월차 추가하다,B-Date E-Date B-Time E-Time S-Subject S-Action
십이일부터 2일까지 말해주다,S-Date S-Date S-Action
삼십일 뒤 퇴근 추가하다,B-Date E-Date S-Subject S-Action
토요일 등산하러 가기 일정 올리다,S-Date B-Subject E-Subject O S-Action
첫째 주 치과 가기 일정 정해,B-Date E-Date B-Subject E-Subject O S-Action
이천이십팔년 1월 이일부터 2024년 5월 7일까지 일정 맞추다,B-Date I-Date E-Date B-Date I-Date E-Date O S-Action
월요일 토요일 15시 일정 알다 세포 밥 주기,B-Date E-Date S-Time O S-Action B-Subject I-Subject E-Subject
26일 후 피시방 가기 때리다,B-Date E-Date B-Subject E-Subject S-Action
6일 뒤 응답하다 세포 밥 주기,B-Date E-Date S-Action B-Subject I-Subject E-Subject
25일 뒤 18시 회의 일정 잡다,B-Date E-Date S-Time S-Subject O S-Action
일일 이십시 10분에 게임하기 정해,S-Date B-Time E-Time S-Subject S-Action
6일 후 일정 지정해주다,B-Date E-Date O S-Action
셋째 주 토요일부터 수요일까지 일정 춤추러 가기 말해주다,B-Date I-Date E-Date S-Date O B-Subject E-Subject S-Action
이천이십오년 사월 14일 등산하러 가기 울리다,B-Date I-Date E-Date B-Subject E-Subject S-Action
십팔일 후 13시 일정 장 보기 설정하다,B-Date E-Date S-Time O B-Subject E-Subject S-Action
14일 일정 지정해주다 장 보기,S-Date O S-Action B-Subject E-Subject
금요일 낮 두시 말해주다,S-Date B-Time E-Time S-Action
이천이십사년 1월 11일 연어 먹기 설정하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
이천이십삼년 사월 24일부터 이천이십일년 9월 26일까지 지정해주다,B-Date I-Date E-Date B-Date I-Date E-Date S-Action
오일 16시 과일 사 오기 일정 맞추다,S-Date S-Time B-Subject I-Subject E-Subject O S-Action
2028년 삼월 십구일부터 2024년 6월 24일까지 일정 잡다,B-Date I-Date E-Date B-Date I-Date E-Date O S-Action
이천이십삼년 칠월 칠일 노래 부르러 가기 등록하다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
첫째 주부터 셋째 주까지 일정 퇴근 말해주다,B-Date E-Date B-Date E-Date O S-Subject S-Action
수요일 토요일 열세시 십이분 일정 방어 먹기 실행하다,B-Date E-Date B-Time E-Time O B-Subject E-Subject S-Action
십일월 마지막 주 게임하기 정해,B-Date I-Date E-Date S-Subject S-Action
십개월 뒤 일정 올리다 휴가,B-Date E-Date O S-Action S-Subject
이십이일 뒤 열네시 일정 산책하기 등록하다,B-Date E-Date S-Time O S-Subject S-Action
일월 둘째 주 물 마시기 추가하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
셋째 주 토요일부터 일요일까지 일정 춤추러 가기 응답하다,B-Date I-Date E-Date S-Date O B-Subject E-Subject S-Action
1월 첫째 주 일정 실행하다 전구 교체하기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
첫째 주 일정 시내 가기 때리다,B-Date E-Date O B-Subject E-Subject S-Action
십이일부터 이십육일까지 일정 추가하다 학원 가기,S-Date S-Date O S-Action B-Subject E-Subject
이십칠일 뒤 식물에 물 주기 맞추다,B-Date E-Date B-Subject I-Subject E-Subject S-Action
글피 일정 피시방 가기 지정해주다,S-Date O B-Subject E-Subject S-Action
월요일 화요일 일요일 등록하다 세포 밥 주기,B-Date I-Date E-Date S-Action B-Subject I-Subject E-Subject
1일 뒤 일정 응답하다 노래 부르러 가기,B-Date E-Date O S-Action B-Subject I-Subject E-Subject
수요일 열여덟시 맞추다,S-Date S-Time S-Action
칠월 이십오일 일정 실행하다 전구 교체하기,B-Date E-Date O S-Action B-Subject E-Subject
금요일 15시 이십이분 산책하기 추가하다,S-Date B-Time E-Time S-Subject S-Action
4월 25일 치과 가기 설정하다,B-Date E-Date B-Subject E-Subject S-Action
화요일 수요일 일요일 파티하기 올리다,B-Date I-Date E-Date S-Subject S-Action
25일 뒤 이십시 방어 먹기 일정 응답하다,B-Date E-Date S-Time B-Subject E-Subject O S-Action
수요일 목요일 금요일 아침 8시 19분쯤 일정 등록하다,B-Date I-Date E-Date B-Time I-Time E-Time O S-Action
마지막 주 일정 실행하다 물 마시기,B-Date E-Date O S-Action B-Subject E-Subject
11월 둘째 주부터 주까지 일정 알다 게임하기,B-Date B-Date E-Date E-Date O S-Action S-Subject
1월 마지막 주 일정 치과 가기 추가하다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
구월 마지막 주 일정 출근하기 추가하다,B-Date I-Date E-Date O S-Subject S-Action
이천이십일년 칠월 이십이일 월차 일정 응답하다,B-Date I-Date E-Date S-Subject O S-Action
셋째 주 휴가 일정 알다,B-Date E-Date S-Subject O S-Action
셋째 주 때리다 빨래하기,B-Date E-Date S-Action S-Subject
3월 27일부터 육월 6일까지 일정 지정해주다,B-Date E-Date B-Date E-Date O S-Action
이주일 후 아침 열한시 사십팔분 일정 때리다 전구 교체하기,B-Date E-Date B-Time I-Time E-Time O S-Action B-Subject E-Subject
십일 뒤 열아홉시 52분 일정 추가하다 전구 교체하기,B-Date E-Date B-Time E-Time O S-Action B-Subject E-Subject
토요일부터 수요일까지 일정 해외여행 올리다,S-Date S-Date O S-Subject S-Action
넷째 주 과일 사 오기 일정 울리다,B-Date E-Date B-Subject I-Subject E-Subject O S-Action
목요일 토요일 추가하다,B-Date E-Date S-Action
이천이십칠년 십월 오일 에버랜드 가기 실행하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
6월 팔일 물 마시기 넣다,B-Date E-Date B-Subject E-Subject S-Action
11월 둘째 주 일정 울리다 학원 가기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
2027년 사월 23일부터 이천이십구년 육월 20일까지 일정 짜다,B-Date I-Date E-Date B-Date I-Date E-Date O S-Action
금요일 일요일 학교 가기 일정 지정해주다,B-Date E-Date B-Subject E-Subject O S-Action
삼월 셋째 주 일요일부터 토요일까지 설정하다,B-Date I-Date I-Date E-Date S-Date S-Action
마지막 주부터 셋째 주까지 추가하다,B-Date E-Date B-Date E-Date S-Action
이십팔일 뒤 일정 여행 가기 잡다,B-Date E-Date O B-Subject E-Subject S-Action
칠월 첫째 주 설정하다,B-Date I-Date E-Date S-Action
금요일 일요일 파티하기 일정 지정해주다,B-Date E-Date S-Subject O S-Action
십구일 뒤 알다 출근하기,B-Date E-Date S-Action S-Subject
12월 첫째 주 전구 교체하기 넣다,B-Date I-Date E-Date B-Subject E-Subject S-Action
이천이십삼년 일월 이십칠일 응답하다 출근하기,B-Date I-Date E-Date S-Action S-Subject
일요일 저녁 1시 넣다 학교 가기,S-Date B-Time E-Time S-Action B-Subject E-Subject
구월 마지막 주 토요일부터 일요일까지 일정 올리다,B-Date I-Date I-Date E-Date S-Date O S-Action
십구일 뒤 19시 추가하다 치과 가기,B-Date E-Date S-Time S-Action B-Subject E-Subject
삼월 십사일 말해주다 공부하기,B-Date E-Date S-Action S-Subject
이천이십구년 십이월 이십칠일 식물에 물 주기 추가하다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
22일 후 13시 파티하기 잡다,B-Date E-Date S-Time S-Subject S-Action
13일 후 월차 알다,B-Date E-Date S-Subject S-Action
토요일부터 화요일까지 일정 짜다,S-Date S-Date O S-Action
4월 첫째 주 알다,B-Date I-Date E-Date S-Action
육일부터 11일까지 일정 등록하다 공놀이하기,S-Date S-Date O S-Action S-Subject
화요일 금요일 일정 올리다,B-Date E-Date O S-Action
삼월 이십사일 일정 부품 사러 가기 정해,B-Date E-Date O B-Subject I-Subject E-Subject S-Action
월요일 목요일 일정 잡다 세포 밥 주기,B-Date E-Date O S-Action B-Subject I-Subject E-Subject
칠월 삼십일 춤추러 가기 일정 설정하다,B-Date E-Date B-Subject E-Subject O S-Action
십사일 뒤 올리다 산책하기,B-Date E-Date S-Action S-Subject
1월 넷째 주부터 주까지 올리다 해외여행,B-Date B-Date E-Date E-Date S-Action S-Subject
삼십일 뒤 추가하다,B-Date E-Date S-Action
오월 둘째 주 정해 춤추러 가기,B-Date I-Date E-Date S-Action B-Subject E-Subject
월요일 금요일 일정 추가하다,B-Date E-Date O S-Action
화요일 수요일 목요일 금요일 맞추다 휴가,B-Date I-Date I-Date E-Date S-Action S-Subject
엿새 후 일정 맞추다,B-Date E-Date O S-Action
팔개월 뒤 카페 가기 말해주다,B-Date E-Date B-Subject E-Subject S-Action
둘째 주 월요일부터 수요일까지 일정 추가하다,B-Date I-Date E-Date S-Date O S-Action
십이월 넷째 주 일정 추가하다,B-Date I-Date E-Date O S-Action
21일 뒤 24시 3분 노래 부르러 가기 설정하다,B-Date E-Date B-Time E-Time B-Subject I-Subject E-Subject S-Action
구개월 뒤 파티하기 일정 등록하다,B-Date E-Date S-Subject O S-Action
십일월 셋째 주 카페 가기 일정 울리다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
셋째 주부터 넷째 주까지 일정 등록하다,B-Date E-Date B-Date E-Date O S-Action
12월 넷째 주 등록하다 휴가,B-Date I-Date E-Date S-Action S-Subject
2023년 구월 육일부터 2028년 사월 십삼일까지 잡다,B-Date I-Date E-Date B-Date I-Date E-Date S-Action
2028년 칠월 십팔일 알다 학원 가기,B-Date I-Date E-Date S-Action B-Subject E-Subject
6월 셋째 주부터 주까지 과일 사 오기 실행하다,B-Date B-Date E-Date E-Date B-Subject I-Subject E-Subject S-Action
월요일 9시 울리다,S-Date S-Time S-Action
화요일 수요일 열아홉시 울리다,B-Date E-Date S-Time S-Action
14일 이십시 추가하다 방어 먹기,S-Date S-Time S-Action B-Subject E-Subject
사월 첫째 주 월요일부터 월요일까지 일정 때리다,B-Date I-Date I-Date E-Date S-Date O S-Action
월요일 화요일 수요일 목요일 금요일 토요일 7시 일정 올리다 옷 사기,B-Date I-Date I-Date I-Date I-Date E-Date S-Time O S-Action B-Subject E-Subject
1월 셋째 주 잡다 과일 사 오기,B-Date I-Date E-Date S-Action B-Subject I-Subject E-Subject
이십오일 뒤 새벽 열시 십삼분에 일정 응답하다 맥주 먹기,B-Date E-Date B-Time I-Time E-Time O S-Action B-Subject E-Subject
10월 셋째 주부터 넷째 주까지 일정 공부하기 실행하다,B-Date I-Date E-Date B-Date E-Date O S-Subject S-Action
금일 뒤 게임하기 올리다,B-Date E-Date S-Subject S-Action
화요일 목요일 금요일 정오 삼십사분 전 술 마시기 때리다,B-Date I-Date E-Date B-Time I-Time E-Time B-Subject E-Subject S-Action
월요일 목요일 시내 가기 응답하다,B-Date E-Date B-Subject E-Subject S-Action
수요일 목요일 이십시 일정 해외여행 등록하다,B-Date E-Date S-Time O S-Subject S-Action
9월 일일 일정 정해 게임하기,B-Date E-Date O S-Action S-Subject
이십육일 뒤 열다섯시 50분 때리다 춤추러 가기,B-Date E-Date B-Time E-Time S-Action B-Subject E-Subject
수요일 목요일 일요일 22시 등록하다 방어 먹기,B-Date I-Date E-Date S-Time S-Action B-Subject E-Subject
월요일 토요일 8시 맞추다,B-Date E-Date S-Time S-Action
10월 마지막 주부터 둘째 주까지 게임하기 맞추다,B-Date I-Date E-Date B-Date E-Date S-Subject S-Action
2028년 9월 4일부터 2030년 6월 24일까지 일정 잡다 퇴근,B-Date I-Date E-Date B-Date I-Date E-Date O S-Action S-Subject
수요일 목요일 일요일 카페 가기 정해,B-Date I-Date E-Date B-Subject E-Subject S-Action
모레 일정 실행하다 회의,S-Date O S-Action S-Subject
2022년 삼월 칠일부터 이십육일까지 일정 등록하다 세포 밥 주기,B-Date I-Date E-Date E-Date O S-Action B-Subject I-Subject E-Subject
2027년 삼월 30일 식물에 물 주기 일정 추가하다,B-Date I-Date E-Date B-Subject I-Subject E-Subject O S-Action
월요일부터 화요일까지 물 마시기 정해,S-Date S-Date B-Subject E-Subject S-Action
이천이십육년 십이월 17일부터 2027년 6월 이십일일까지 실행하다 물 마시기,B-Date I-Date E-Date B-Date I-Date E-Date S-Action B-Subject E-Subject
2027년 오월 사일부터 이천삼십년 십이월 5일까지 실행하다,B-Date I-Date E-Date B-Date I-Date E-Date S-Action
9월 십일일 연어 먹기 알다,B-Date E-Date B-Subject E-Subject S-Action
2026년 8월 23일 방어 먹기 지정해주다,B-Date I-Date E-Date B-Subject E-Subject S-Action
이월 넷째 주부터 주까지 때리다 노래 부르러 가기,B-Date B-Date E-Date E-Date S-Action B-Subject I-Subject E-Subject
수요일 목요일 토요일 열세시 칠분 일정 응답하다,B-Date I-Date E-Date B-Time E-Time O S-Action
오일 뒤 파티하기 응답하다,B-Date E-Date S-Subject S-Action
셋째 주 일정 추가하다 에버랜드 가기,B-Date E-Date O S-Action B-Subject E-Subject
육일 후 14시 50분 일정 응답하다 피시방 가기,B-Date E-Date B-Time E-Time O S-Action B-Subject E-Subject
10월 마지막 주 정해 운동하러 가기,B-Date I-Date E-Date S-Action B-Subject E-Subject
금요일 열아홉시 설정하다,S-Date S-Time S-Action
이천이십구년 사월 일일 시내 가기 실행하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
화요일 토요일 이십삼시 에버랜드 가기 일정 지정해주다,B-Date E-Date S-Time B-Subject E-Subject O S-Action
월요일 일요일 일정 옷 사기 잡다,B-Date E-Date O B-Subject E-Subject S-Action
둘째 주부터 마지막 주까지 설정하다,B-Date E-Date B-Date E-Date S-Action
십월 셋째 주부터 넷째 주까지 맞추다,B-Date I-Date E-Date B-Date E-Date S-Action
이주일 후 23시 회의 일정 맞추다,B-Date E-Date S-Time S-Subject O S-Action
사월 첫째 주 일정 파티하기 울리다,B-Date I-Date E-Date O S-Subject S-Action
2024년 1월 29일부터 이천이십사년 10월 5일까지 옷 사기 지정해주다,B-Date I-Date E-Date B-Date I-Date E-Date B-Subject E-Subject S-Action
목요일부터 화요일까지 전구 교체하기 알다,S-Date S-Date B-Subject E-Subject S-Action
토요일 일요일 설정하다,B-Date E-Date S-Action
수요일 금요일 일요일 짜다,B-Date I-Date E-Date S-Action
사개월 뒤 일정 운동하러 가기 지정해주다,B-Date E-Date O B-Subject E-Subject S-Action
사월 둘째 주 일정 전구 교체하기 추가하다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
토요일 일요일 한시 일정 장 보기 때리다,B-Date E-Date S-Time O B-Subject E-Subject S-Action
월요일 수요일 23시 43분 알다,B-Date E-Date B-Time E-Time S-Action
11일 뒤 때리다,B-Date E-Date S-Action
둘째 주부터 셋째 주까지 일정 운동하러 가기 넣다,B-Date E-Date B-Date E-Date O B-Subject E-Subject S-Action
2024년 사월 일일부터 이천이십사년 1월 14일까지 물 마시기 추가하다,B-Date I-Date E-Date B-Date I-Date E-Date B-Subject E-Subject S-Action
구월 둘째 주 일정 알다,B-Date I-Date E-Date O S-Action
목요일 금요일 13시 헬스장 가기 응답하다,B-Date E-Date S-Time B-Subject E-Subject S-Action
수요일 14시 50분 카페 가기 잡다,S-Date B-Time E-Time B-Subject E-Subject S-Action
이천이십이년 팔월 십일 세포 밥 주기 때리다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
수요일 월차 지정해주다,S-Date S-Subject S-Action
화요일부터 화요일까지 맥주 먹기 일정 추가하다,S-Date S-Date B-Subject E-Subject O S-Action
셋째 주 말해주다,B-Date E-Date S-Action
월요일 금요일 일요일 일정 노래 부르러 가기 때리다,B-Date I-Date E-Date O B-Subject I-Subject E-Subject S-Action
오월 마지막 주 청소하기 짜다,B-Date I-Date E-Date S-Subject S-Action
넷째 주 휴가 때리다,B-Date E-Date S-Subject S-Action
금요일 열아홉시 8분 일정 장 보기 등록하다,S-Date B-Time E-Time O B-Subject E-Subject S-Action
1일 이십사시 24분쯤 넣다 퇴근,S-Date B-Time E-Time S-Action S-Subject
수요일 목요일 아침 8시 일정 넣다,B-Date E-Date B-Time E-Time O S-Action
3월 오일 피시방 가기 일정 넣다,B-Date E-Date B-Subject E-Subject O S-Action
셋째 주 짜다 춤추러 가기,B-Date E-Date S-Action B-Subject E-Subject
2026년 5월 13일 빨래하기 알다,B-Date I-Date E-Date S-Subject S-Action
팔개월 후 일정 정해,B-Date E-Date O S-Action
이천이십구년 십이월 십일 연어 먹기 추가하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
2028년 3월 육일 일정 전구 교체하기 울리다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
4일 일정 정해 춤추러 가기,S-Date O S-Action B-Subject E-Subject
수요일 울리다,S-Date S-Action
4월 마지막 주 춤추러 가기 올리다,B-Date I-Date E-Date B-Subject E-Subject S-Action
십일월 셋째 주 정해 빨래하기,B-Date I-Date E-Date S-Action S-Subject
토요일 열다섯시 물 마시기 올리다,S-Date S-Time B-Subject E-Subject S-Action
12월 둘째 주 토요일부터 목요일까지 올리다,B-Date I-Date I-Date E-Date S-Date S-Action
십삼일부터 육일까지 일정 식물에 물 주기 정해,S-Date S-Date O B-Subject I-Subject E-Subject S-Action
둘째 주부터 마지막 주까지 일정 울리다 피시방 가기,B-Date E-Date B-Date E-Date O S-Action B-Subject E-Subject
십일개월 뒤 공놀이하기 알다,B-Date E-Date S-Subject S-Action
2028년 사월 17일부터 이천이십삼년 10월 17일까지 일정 맥주 먹기 짜다,B-Date I-Date E-Date B-Date I-Date E-Date O B-Subject E-Subject S-Action
월요일 화요일 수요일 목요일 새벽 10시 설정하다,B-Date I-Date I-Date E-Date B-Time E-Time S-Action
목요일 일정 올리다 공부하기,S-Date O S-Action S-Subject
십사일 후 14시 산책하기 말해주다,B-Date E-Date S-Time S-Subject S-Action
화요일 잡다,S-Date S-Action
마지막 주 일정 게임하기 올리다,B-Date E-Date O S-Subject S-Action
2일 노래 부르러 가기 일정 올리다,S-Date B-Subject I-Subject E-Subject O S-Action
육월 넷째 주부터 마지막 주까지 공부하기 설정하다,B-Date I-Date E-Date B-Date E-Date S-Subject S-Action
사월 넷째 주 일정 잡다 파티하기,B-Date I-Date E-Date O S-Action S-Subject
2028년 5월 이십삼일 일정 등록하다 한강 가기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
첫째 주 추가하다 피시방 가기,B-Date E-Date S-Action B-Subject E-Subject
화요일 열일곱시 일정 알다,S-Date S-Time O S-Action
첫째 주부터 넷째 주까지 올리다,B-Date E-Date B-Date E-Date S-Action
화요일 토요일 오후 여덟시 삼십팔분 일정 방어 먹기 정해,B-Date E-Date B-Time I-Time E-Time O B-Subject E-Subject S-Action
넷째 주부터 마지막 주까지 술 마시기 일정 추가하다,B-Date E-Date B-Date E-Date B-Subject E-Subject O S-Action
일요일 정오 오십이분 후 일정 등록하다,S-Date B-Time I-Time E-Time O S-Action
31일 피시방 가기 추가하다,S-Date B-Subject E-Subject S-Action
7월 셋째 주 회의 알다,B-Date I-Date E-Date S-Subject S-Action
일요일 2시 사십분 일정 맞추다,S-Date B-Time E-Time O S-Action
9월 셋째 주 부품 사러 가기 지정해주다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
칠월 첫째 주 연어 먹기 실행하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
오월 둘째 주 응답하다 월차,B-Date I-Date E-Date S-Action S-Subject
넷째 주 전구 교체하기 일정 설정하다,B-Date E-Date B-Subject E-Subject O S-Action
팔월 마지막 주 정해,B-Date I-Date E-Date S-Action
화요일 금요일 19시 53분 지정해주다,B-Date E-Date B-Time E-Time S-Action
금요일 토요일 새벽 1시 5분 맥주 먹기 설정하다,B-Date E-Date B-Time I-Time E-Time B-Subject E-Subject S-Action
삼월 둘째 주부터 마지막 주까지 옷 사기 실행하다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
오월 첫째 주 청소하기 알다,B-Date I-Date E-Date S-Subject S-Action
14일부터 6일까지 일정 맞추다 헬스장 가기,S-Date S-Date O S-Action B-Subject E-Subject
수요일 토요일 열다섯시 일정 때리다 등산하러 가기,B-Date E-Date S-Time O S-Action B-Subject E-Subject
8일 후 때리다 출근하기,B-Date E-Date S-Action S-Subject
넷째 주 헬스장 가기 추가하다,B-Date E-Date B-Subject E-Subject S-Action
금요일 일정 정해 회의,S-Date O S-Action S-Subject
6월 마지막 주 일정 부품 사러 가기 올리다,B-Date I-Date E-Date O B-Subject I-Subject E-Subject S-Action
3일 뒤 열시 이십구분 실행하다,B-Date E-Date B-Time E-Time S-Action
6월 넷째 주 회의 정해,B-Date I-Date E-Date S-Subject S-Action
셋째 주 식물에 물 주기 울리다,B-Date E-Date B-Subject I-Subject E-Subject S-Action
십월 십팔일부터 11월 24일까지 전구 교체하기 일정 지정해주다,B-Date E-Date B-Date E-Date B-Subject E-Subject O S-Action
금요일 13시 22분 출근하기 일정 말해주다,S-Date B-Time E-Time S-Subject O S-Action
십사일 후 여행 가기 일정 실행하다,B-Date E-Date B-Subject E-Subject O S-Action
오개월 후 헬스장 가기 실행하다,B-Date E-Date B-Subject E-Subject S-Action
팔월 넷째 주 때리다,B-Date I-Date E-Date S-Action
이천이십이년 8월 24일부터 2022년 이월 20일까지 일정 짜다 파티하기,B-Date I-Date E-Date B-Date I-Date E-Date O S-Action S-Subject
팔월 첫째 주 짜다,B-Date I-Date E-Date S-Action
십이월 셋째 주 토요일부터 일요일까지 일정 올리다 청소하기,B-Date I-Date I-Date E-Date S-Date O S-Action S-Subject
목요일 이십삼시 일정 응답하다 출근하기,S-Date S-Time O S-Action S-Subject
24일 뒤 열여섯시 사십팔분 응답하다,B-Date E-Date B-Time E-Time S-Action
육월 둘째 주 월요일부터 화요일까지 일정 추가하다,B-Date I-Date I-Date E-Date S-Date O S-Action
사일 뒤 열여덟시 물 마시기 넣다,B-Date E-Date S-Time B-Subject E-Subject S-Action
29일 후 21시 일정 등록하다 에버랜드 가기,B-Date E-Date S-Time O S-Action B-Subject E-Subject
화요일 이십일시 삼십사분에 일정 학원 가기 울리다,S-Date B-Time E-Time O B-Subject E-Subject S-Action
이천이십육년 4월 이십오일 출근하기 일정 올리다,B-Date I-Date E-Date S-Subject O S-Action
7일 후 일정 응답하다 식물에 물 주기,B-Date E-Date O S-Action B-Subject I-Subject E-Subject
토요일 일요일 낮 1시 헬스장 가기 일정 넣다,B-Date E-Date B-Time E-Time B-Subject E-Subject O S-Action
2029년 10월 이십일 일정 카페 가기 실행하다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
2029년 십월 23일 회의 등록하다,B-Date I-Date E-Date S-Subject S-Action
넷째 주 때리다 출근하기,B-Date E-Date S-Action S-Subject
이주일 후 7시 물 마시기 잡다,B-Date E-Date S-Time B-Subject E-Subject S-Action
월요일 화요일 일요일 21시 일정 짜다 연어 먹기,B-Date I-Date E-Date S-Time O S-Action B-Subject E-Subject
수요일 일정 지정해주다 학교 가기,S-Date O S-Action B-Subject E-Subject
십사일 후 19시 일정 공놀이하기 알다,B-Date E-Date S-Time O S-Subject S-Action
금요일 실행하다 공부하기,S-Date S-Action S-Subject
일일 뒤 이십이시 해외여행 일정 맞추다,B-Date E-Date S-Time S-Subject O S-Action
이천이십사년 십일월 팔일 알다,B-Date I-Date E-Date S-Action
2027년 삼월 2일부터 이천이십사년 7월 삼일까지 일정 맞추다 회의,B-Date I-Date E-Date B-Date I-Date E-Date O S-Action S-Subject
9일 뒤 일정 말해주다,B-Date E-Date O S-Action
이천이십일년 이월 27일부터 2023년 12월 19일까지 청소하기 일정 정해,B-Date I-Date E-Date B-Date I-Date E-Date S-Subject O S-Action
10월 오일 일정 때리다 옷 사기,B-Date E-Date O S-Action B-Subject E-Subject
화요일 시내 가기 말해주다,S-Date B-Subject E-Subject S-Action
셋째 주부터 마지막 주까지 일정 넣다 세포 밥 주기,B-Date E-Date B-Date E-Date O S-Action B-Subject I-Subject E-Subject
토요일 산책하기 정해,S-Date S-Subject S-Action
마지막 주 회의 일정 말해주다,B-Date E-Date S-Subject O S-Action
5월 넷째 주 등산하러 가기 설정하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
3월 셋째 주부터 첫째 주까지 올리다 청소하기,B-Date I-Date E-Date B-Date E-Date S-Action S-Subject
월요일 2시 33분 일정 응답하다,S-Date B-Time E-Time O S-Action
4월 넷째 주 금요일부터 목요일까지 일정 실행하다,B-Date I-Date I-Date E-Date S-Date O S-Action
팔월 셋째 주 산책하기 정해,B-Date I-Date E-Date S-Subject S-Action
셋째 주 토요일부터 화요일까지 알다 퇴근,B-Date I-Date E-Date S-Date S-Action S-Subject
토요일 열세시 이십칠분 잡다 카페 가기,S-Date B-Time E-Time S-Action B-Subject E-Subject
월요일 일요일 이십시 일정 한강 가기 응답하다,B-Date E-Date S-Time O B-Subject E-Subject S-Action
둘째 주 잡다 회의,B-Date E-Date S-Action S-Subject
10월 셋째 주 방어 먹기 일정 말해주다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
칠월 첫째 주 잡다 카페 가기,B-Date I-Date E-Date S-Action B-Subject E-Subject
11월 셋째 주 일정 추가하다 피시방 가기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
